status,employee id,employee email,employee first name,employee last name,start date,end date,employee job title,annual salary (usd),benefits and others,bonus target - % of salary,commission - % of salary,cost center,equity,function,job family,job level,job location,manager’s employee id,okr,employment type
ACTIVE,E000851,dfdemostagingChanel.Greene@gmail.com,Chanel,Greene,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000120,,Permanent Full-time
ACTIVE,E000852,dfdemostagingTyrell.Cooper@gmail.com,Tyrell,Cooper,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000120,,Permanent Full-time
ACTIVE,E000853,dfdemostagingEvangeline.Vasquez@gmail.com,Evangeline,Vasquez,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000121,,Permanent Full-time
ACTIVE,E000854,dfdemostagingKamila.Shields@gmail.com,Kamila,Shields,9/1/2018,,General Counsel,112440,14992,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Legal,Director,US - SF Bay Area,E000121,,Permanent Full-time
ACTIVE,E000855,dfdemostagingAbigail.Rhodes@gmail.com,Abigail,Rhodes,9/1/2018,,Associate Customer Success Manager,63851,11436,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000121,,Permanent Full-time
ACTIVE,E000856,dfdemostagingIreland.Fowler@gmail.com,Ireland,Fowler,9/1/2018,,Associate Customer Success Manager,63851,11436,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000121,,Permanent Full-time
ACTIVE,E000857,dfdemostagingRyan.Galloway@gmail.com,Ryan,Galloway,9/1/2018,,Associate Customer Success Manager,63918,11448,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000121,,Permanent Full-time
ACTIVE,E000858,dfdemostagingKaylen.Greene@gmail.com,Kaylen,Greene,9/1/2018,,Senior BE Engineer,87853,12818,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - SF Bay Area,E000121,,Permanent Full-time
ACTIVE,E000859,dfdemostagingAbigail.Vasquez@gmail.com,Abigail,Vasquez,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000121,,Permanent Full-time
ACTIVE,E000860,dfdemostagingLily.Cochran@gmail.com,Lily,Cochran,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000122,,Permanent Full-time
ACTIVE,E000861,dfdemostagingRyann.Dennis@gmail.com,Ryann,Dennis,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000122,,Permanent Full-time
ACTIVE,E000862,dfdemostagingTyrell.Vasquez@gmail.com,Tyrell,Vasquez,9/1/2018,,General Counsel,112440,14992,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Legal,Director,US - SF Bay Area,E000122,,Permanent Full-time
ACTIVE,E000863,dfdemostagingLyla.Coleman@gmail.com,Lyla,Coleman,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000122,,Permanent Full-time
ACTIVE,E000864,dfdemostagingBailee.Rhodes@gmail.com,Bailee,Rhodes,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000122,,Permanent Full-time
ACTIVE,E000865,dfdemostagingZack.Lane@gmail.com,Zack,Lane,9/1/2018,,Product Marketing Manager,78435,11340,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Mid-level,US - Boston,E000122,,Permanent Full-time
ACTIVE,E000866,dfdemostagingWyatt.Rasmussen@gmail.com,Wyatt,Rasmussen,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000122,,Permanent Full-time
ACTIVE,E000867,dfdemostagingRyan.Rasmussen@gmail.com,Ryan,Rasmussen,9/1/2018,,Account Executive,69769,12493,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Boston,E000123,,Permanent Full-time
ACTIVE,E000868,dfdemostagingMalaki.Vasquez@gmail.com,Malaki,Vásquez,9/1/2018,,Associate Customer Success Manager,63851,11436,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000123,,Permanent Full-time
ACTIVE,E000869,dfdemostagingRyann.Rasmussen@gmail.com,Ryann,Rasmussen,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000123,,Permanent Full-time
ACTIVE,E000870,dfdemostagingJustine.Guzman@gmail.com,Justine,Guzman,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000123,,Permanent Full-time
ACTIVE,E000871,dfdemostagingRyann.Sanchez@gmail.com,Ryann,Sanchez,9/1/2018,,General Counsel,112440,14992,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Legal,Director,US - SF Bay Area,E000123,,Permanent Full-time
ACTIVE,E000872,dfdemostagingLyla.Villarreal@gmail.com,Lyla,Villarreal,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000123,,Permanent Full-time
ACTIVE,E000873,dfdemostagingIreland.Galloway@gmail.com,Ireland,Galloway,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000123,,Permanent Full-time
ACTIVE,E000874,dfdemostagingUlises.Villarreal@gmail.com,Ulises,Villarreal,9/1/2018,,Talent Acquisition Manager,98490,14070,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Talent Acquisition,Manager,US - Remote,E000124,,Permanent Full-time
ACTIVE,E000875,dfdemostagingSheldon.Cochran@gmail.com,Sheldon,Cochran,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000124,,Permanent Full-time
ACTIVE,E000876,dfdemostagingCortez.Lester@gmail.com,Cortez,Lester,9/1/2018,,Senior Full Stack Engineer,87496,12766,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Full stack,Senior,US - Boston,E000200,,Permanent Full-time
ACTIVE,E000877,dfdemostagingYesenia.Mcfarland@gmail.com,Yesenia,Mcfarland,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000124,,Permanent Full-time
ACTIVE,E000878,dfdemostagingKamila.Mayo@gmail.com,Kamila,Mayo,9/1/2018,,Full Stack Engineer,81000,12000,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - Remote,E000124,,Permanent Full-time
ACTIVE,E000879,dfdemostagingTyrell.Rasmussen@gmail.com,Tyrell,Rasmussen,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000124,,Permanent Full-time
ACTIVE,E000880,dfdemostagingAbigail.Gentry@gmail.com,Abigail,Gentry,9/1/2018,,Senior FE Engineer,52391,7644,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000124,,Permanent Full-time
ACTIVE,E000881,dfdemostagingSavion.Rice@gmail.com,Savion,Rice,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000125,,Permanent Full-time
ACTIVE,E000882,dfdemostagingAlbert.Shields@gmail.com,Albert,Shields,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000125,,Permanent Full-time
ACTIVE,E000883,dfdemostagingJustine.Greene@gmail.com,Justine,Greene,9/1/2018,,Associate Customer Success Manager,63851,11436,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000125,,Permanent Full-time
ACTIVE,E000884,dfdemostagingKaila.Rasmussen@gmail.com,Kaila,Rasmussen,9/1/2018,,FE Engineer,48017,7114,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000125,,Permanent Full-time
ACTIVE,E000885,dfdemostagingBailee.Ingram@gmail.com,Bailee,Ingram,9/1/2018,,Associate Account Executive,63756,11592,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000125,,Permanent Full-time
ACTIVE,E000886,dfdemostagingAdalyn.Villarreal@gmail.com,Adalyn,Villarreal,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000125,,Permanent Full-time
ACTIVE,E000887,dfdemostagingDakota.Cooper@gmail.com,Dakota,Cooper,9/1/2018,,Engineering Director,126360,15600,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Management,Director,US - Boston,E000125,,Permanent Full-time
ACTIVE,E000888,dfdemostagingPaulina.Lester@gmail.com,Paulina,Lester,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 ‐ Sales,17964,Sales,Sales,Mid-level,US - Remote,E000126,,Permanent Full-time
ACTIVE,E000889,dfdemostagingAiden.Sanchez@gmail.com,Aiden,Sanchez,9/1/2018,,Talent Acquisition Manager,98490,14070,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Talent Acquisition,Manager,US - Remote,E000126,,Permanent Full-time
ACTIVE,E000890,dfdemostagingEvangeline.Kline@gmail.com,Evangeline,Kline,9/1/2018,,Talent Acquisition Manager,98490,14070,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Talent Acquisition,Manager,US - Remote,E000126,,Permanent Full-time
ACTIVE,E000891,dfdemostagingSheldon.Perez@gmail.com,Sheldon,Perez,1535752800000,,Full Stack Engineer,80433,11916,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - SF Bay Area,E000126,,Permanent Full-time
ACTIVE,E000892,dfdemostagingKaylen.Rice@gmail.com,Kaylen,Rice,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000126,,Permanent Full-time
ACTIVE,E000893,dfdemostagingKamila.Moody@gmail.com,Kamila,Moody,9/1/2018,,Marketing Communications Manager,78518,11352,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Marketing communications,Mid-level,US - SF Bay Area,E000126,,Permanent Full-time
ACTIVE,E000894,dfdemostagingEmerson.Young@gmail.com,Emerson,Young,9/1/2018,,Human Resources Manager,98595,14085,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Human Resources,Manager,US - SF Bay Area,E000126,,Permanent Full-time
ACTIVE,E000895,dfdemostagingZack.Young@gmail.com,Zack,Young,9/1/2018,,General Counsel,112440,14992,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Legal,Director,US - SF Bay Area,E000127,,Permanent Full-time
ACTIVE,E000896,dfdemostagingCortez.Mcfarland@gmail.com,Cortez,Mcfarland,9/1/2018,,Engineering Director,126360,15600,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Management,Director,US - Boston,E000127,,Permanent Full-time
ACTIVE,E000897,dfdemostagingRoderick.Fowler@gmail.com,Roderick,Fowler,9/1/2018,,BE Engineer,80352,11904,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Mid-level,US - SF Bay Area,E000127,,Permanent Full-time
ACTIVE,E000898,dfdemostagingRoderick.Kline@gmail.com,Roderick,Kline,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000127,,Permanent Full-time
ACTIVE,E000899,dfdemostagingChanel.Fowler@gmail.com,Chanel,Fowler,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000127,,Permanent Full-time
ACTIVE,E000900,dfdemostagingWyatt.Vasquez@gmail.com,Wyatt,Vásquez,9/1/2018,,Senior FE Engineer,52444,7652,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000127,,Permanent Full-time
ACTIVE,E000901,dfdemostagingKatelyn.Coleman@gmail.com,Katelyn,Coleman,9/1/2018,,Principal BE Engineer,56979,8207,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Principal,Europe - Krakow,E000127,,Permanent Full-time
ACTIVE,E000902,dfdemostagingEvangeline.Cooper@gmail.com,Evangeline,Cooper,9/1/2018,,Senior FE Engineer,52444,7652,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000128,,Permanent Full-time
ACTIVE,E000903,dfdemostagingAbigail.Coleman@gmail.com,Abigail,Coleman,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000128,,Permanent Full-time
ACTIVE,E000904,dfdemostagingAbigail.Guzman@gmail.com,Abigail,Guzman,9/1/2018,,Product Manager,79786,11676,0.30,0.00,300 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000128,,Permanent Full-time
ACTIVE,E000905,dfdemostagingKaila.Dennis@gmail.com,Kaila,Dennis,9/1/2018,,Senior Product Designer,83226,12610,'030',0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000128,,Permanent Full-time
ACTIVE,E000906,dfdemostagingAntoine.Ingram@gmail.com,Antoine,Ingram,9/1/2018,,Account Executive,69769,12493,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Boston,E000128,,Permanent Full-time
ACTIVE,E000907,dfdemostagingDakota.Sanchez@gmail.com,Dakota,Sanchez,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000128,,Permanent Full-time
ACTIVE,E000908,dfdemostagingWyatt.Guzman@gmail.com,Wyatt,Guzman,9/1/2018,,Chief of Staff,107676,13958,0.30,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US - SF Bay Area,E000128,,Permanent Full-time
ACTIVE,E000909,dfdemostagingBailee.Guzman@gmail.com,Bailee,Guzman,9/1/2018,,Associate Account Executive,63756,11592,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000129,,Permanent Full-time
ACTIVE,E000910,dfdemostagingMalaki.Dennis@gmail.com,Malaki,Dennis,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000129,,Permanent Full-time
ACTIVE,E000911,dfdemostagingAdalyn.Rhodes@gmail.com,Adalyn,Rhodes,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000129,,Permanent Full-time
ACTIVE,E000912,dfdemostagingJustine.Mayo@gmail.com,Justine,Mayo,9/1/2018,,Marketing Communications Manager,78518,11352,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Marketing communications,Mid-level,US - SF Bay Area,E000129,,Permanent Full-time
ACTIVE,E000913,dfdemostagingJustine.Rice@gmail.com,Justine,Rice,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 ‐ Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000129,,Permanent Full-time
ACTIVE,E000914,dfdemostagingKatelyn.Kline@gmail.com,Katelyn,Kline,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000129,,Permanent Full-time
ACTIVE,E000915,dfdemostagingMalaki.Golden@gmail.com,Malaki,Golden,9/1/2018,,Engineering Director,126490,15616,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Management,Director,US - SF Bay Area,E000129,,Permanent Full-time
ACTIVE,E000916,dfdemostagingEmerson.Mcfarland@gmail.com,Emerson,Mcfarland,9/1/2018,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000130,,Permanent Full-time
ACTIVE,E000917,dfdemostagingChanel.Gentry@gmail.com,Chanel,Gentry,9/1/2018,,BE Engineer,80352,11904,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Mid-level,US - SF Bay Area,E000130,,Permanent Full-time
ACTIVE,E000918,dfdemostagingPaulina.Ingram@gmail.com,Paulina,Ingram,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000130,,Permanent Full-time
ACTIVE,E000919,dfdemostagingMarques.Mcfarland@gmail.com,Marques,Mcfarland,9/1/2018,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000130,,Permanent Full-time
ACTIVE,E000920,dfdemostagingJustine.Erickson@gmail.com,Justine,Erickson,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000130,,Permanent Full-time
ACTIVE,E000921,dfdemostagingDakota.Greene@gmail.com,Dakota,Greene,9/1/2018,,General Counsel,112440,14992,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Legal,Director,US - SF Bay Area,E000130,,Permanent Full-time
ACTIVE,E000922,dfdemostagingLyla.Greene@gmail.com,Lyla,Greene,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000130,,Permanent Full-time
ACTIVE,E000923,dfdemostagingMarques.Fowler@gmail.com,Marques,Fowler,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000131,,Permanent Full-time
ACTIVE,E000924,dfdemostagingKatelyn.Rice@gmail.com,Katelyn,Rice,9/1/2018,,FE Engineer,47968,7106,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000131,,Permanent Full-time
ACTIVE,E000925,dfdemostagingAlbert.Moody@gmail.com,Albert,Moody,9/1/2018,,VP of Product Management,143762,16558,0.30,0.00,300 - Product,17964,Product,Product Management,VP,US - SF Bay Area,E000131,,Permanent Full-time
ACTIVE,E000926,dfdemostagingChanel.Shields@gmail.com,Chanel,Shields,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000131,,Permanent Full-time
ACTIVE,E000927,dfdemostagingZack.Erickson@gmail.com,Zack,Erickson,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000131,,Permanent Full-time
ACTIVE,E000928,dfdemostagingLily.Erickson@gmail.com,Lily,Erickson,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000131,,Permanent Full-time
ACTIVE,E000929,dfdemostagingKatelyn.Cochran@gmail.com,Katelyn,Cochran,9/1/2018,,Account Executive,69769,12493,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Boston,E000131,,Permanent Full-time
ACTIVE,E000930,dfdemostagingRyann.Villarreal@gmail.com,Ryann,Villarreal,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000132,,Permanent Full-time
ACTIVE,E000931,dfdemostagingUlises.Cochran@gmail.com,Ulises,Cochran,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000132,,Permanent Full-time
ACTIVE,E000932,dfdemostagingKamila.Dennis@gmail.com,Kamila,Dennis,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000132,,Permanent Full-time
ACTIVE,E000933,dfdemostagingUlises.Erickson@gmail.com,Ulises,Erickson,9/1/2018,,General Counsel,112440,14992,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Legal,Director,US - SF Bay Area,E000132,,Permanent Full-time
ACTIVE,E000934,dfdemostagingAntoine.Mayo@gmail.com,Antoine,Mayo,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000 132,,Permanent Full-time
ACTIVE,E000935,dfdemostagingIreland.Sanchez@gmail.com,Ireland,Sanchez,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000132,,Permanent Full-time
ACTIVE,E000936,dfdemostagingChanel.Galloway@gmail.com,Chanel,Galloway,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000132,,Permanent Full-time
ACTIVE,E000937,dfdemostagingAbigail.Sanchez@gmail.com,Abigail,Sanchez,9/1/2018,,Product Manager,79786,11676,0.30,0.00,300 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000133,,Permanent Full-time
ACTIVE,E000938,dfdemostagingAlbert.Perez@gmail.com,Albert,Perez,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000133,,Permanent Full-time
ACTIVE,E000939,dfdemostagingKaylen.Cooper@gmail.com,Kaylen,Cooper,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000133,,Permanent Full-time
ACTIVE,E000940,dfdemostagingKatelyn.Ingram@gmail.com,Katelyn,Ingram,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000133,,Permanent Full-time
ACTIVE,E000941,dfdemostagingCortez.Ingram@gmail.com,Cortez,Ingram,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000133,,Permanent Full-time
